sku_id,hs_code,supply_origin_country,description,hhi,hhi_risk_band,dominant_partner,dominant_share,geo_conc_flag
SKU0301,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0302,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0303,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0304,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0305,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0306,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0307,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0308,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0309,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0310,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0311,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0312,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0313,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0314,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0315,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0316,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0317,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0318,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0319,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0320,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0321,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0322,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0323,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0324,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0325,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0326,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0327,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0328,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0329,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0330,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0331,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0332,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0333,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0334,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0335,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0336,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0337,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0338,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0339,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0340,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0341,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0342,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0343,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0344,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0345,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0346,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0347,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0348,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0349,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0350,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0351,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0352,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0353,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0354,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0355,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0356,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0357,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0358,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0359,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0360,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0361,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0362,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0363,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0364,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0365,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0366,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0367,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0368,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0369,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0370,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0371,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0372,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0373,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0374,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0375,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0376,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0377,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0378,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0379,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0380,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0381,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0382,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0383,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0384,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0385,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0386,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0387,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0388,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0389,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0390,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0391,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0392,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0393,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0394,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0395,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0396,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0397,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0398,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0399,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0400,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0401,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0402,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0403,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0404,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0405,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0406,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0407,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0408,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0409,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0410,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0411,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0412,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0413,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0414,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0415,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0416,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0417,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0418,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0419,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0420,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0421,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0422,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0423,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0424,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0425,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0426,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0427,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0428,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0429,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0430,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0431,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0432,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0433,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0434,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0435,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0436,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0437,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0438,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0439,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0440,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0441,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0442,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0443,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0444,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0445,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0446,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0447,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0448,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0449,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0450,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0451,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0452,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0453,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0454,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0455,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0456,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0457,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0458,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0459,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0460,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0461,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0462,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0463,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0464,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0465,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0466,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0467,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0468,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0469,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0470,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0471,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0472,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0473,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0474,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0475,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0476,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0477,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0478,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0479,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0480,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0481,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0482,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0483,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0484,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0485,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0486,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0487,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0488,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0489,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0490,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0491,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0492,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0493,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0494,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0495,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0496,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0497,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0498,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
SKU0499,870899,CAN,Vehicle parts and accessories n.e.c.,3832,High,CHN,47.47,1
